ID , Last,  First, Lecture, Tutorial, A1, A2, A3, A4, A5
8007997, Thomas, David, L01, T02, 0.5, 0.0, 0.0, 9.5, 8.5
6915691, Jones, Paul, L00, T08, 9.0, 1.0, 1.0, 3.0, 1.0
0575448, Jones, Helen, L00, T03, 9.5, 8.0, 1.0, 10.0, 1.5
8723723, Davis, Lisa, L01, T00, 9.5, 0.0, 9.5, 0.5, 9.5
8625107, Davis, John, L01, T02, 1.5, 10.0, 1.5, 0.0, 10.0
7539223, Bing, Maria, L00, T08, 1.5, 10.0, 10.0, 10.0, 9.0
3006967, Thomas, Lisa, L01, T05, 0.0, 0.5, 1.5, 9.0, 9.5
1366019, Davis, James, L01, T02, 0.0, 10.0, 0.5, 10.0, 9.0
1610961, Freeman, Linda, L01, T05, 9.5, 10.0, 10.0, 2.5, 1.5
3408311, Thomas, Linda, L00, T00, 8.0, 10.0, 1.0, 1.5, 9.0
1841725, Thomas, Mary, L01, T02, 8.5, 0.5, 10.0, 1.5, 1.0
7573056, Davis, Robert, L01, T03, 10.0, 0.0, 10.0, 10.0, 9.5
1722037, Moore, Mary, L01, T08, 9.5, 10.0, 0.0, 1.0, 1.5
0594055, Lee, Helen, L00, T05, 10.0, 1.5, 7.5, 0.5, 10.0
3110732, Freeman, Maria, L01, T09, 0.5, 9.0, 10.0, 0.5, 1.0
EOF
